№ 2772176998021000036|/epz/contract/contractCard/common-info.html?reestrNumber=2772176998021000036|Исполнение|3 838 464,00|08.11.2021|№ 60539468|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ТЕРРИТОРИАЛЬНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ "КУЗЬМИНКИ"
№ 1504101226921000087|/epz/contract/contractCard/common-info.html?reestrNumber=1504101226921000087|Исполнение|1 178 700,00|09.11.2021|№ 233|УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО МОСКОВСКОЙ ОБЛАСТИ
№ 2773558831021000032|/epz/contract/contractCard/common-info.html?reestrNumber=2773558831021000032|Исполнение|1 025 000,00|08.11.2021|№ 08/2021|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ТЕРРИТОРИАЛЬНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ "ЗЕЛЕНОГРАДСКИЙ"
№ 2772386449221000070|/epz/contract/contractCard/common-info.html?reestrNumber=2772386449221000070|Исполнение|1 216 491,29|08.11.2021|№ 233/2021|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ "ШКОЛА № 654 ИМЕНИ А.Д. ФРИДМАНА"
№ 1771034949421000067|/epz/contract/contractCard/common-info.html?reestrNumber=1771034949421000067|Исполнение|11 366 666,67|08.11.2021|№ 0173100008621000053|МИНИСТЕРСТВО ЭКОНОМИЧЕСКОГО РАЗВИТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ
№ 1771002334021000175|/epz/contract/contractCard/common-info.html?reestrNumber=1771002334021000175|Исполнение|27 079 191,10|08.11.2021|№ УД-609д|УПРАВЛЕНИЕ ДЕЛАМИ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ
№ 3502916894321000102|/epz/contract/contractCard/common-info.html?reestrNumber=3502916894321000102|Исполнение|1 627 244,40|08.11.2021|№ 96/21|МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ "УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА"
№ 3502725411421000040|/epz/contract/contractCard/common-info.html?reestrNumber=3502725411421000040|Исполнение|4 534 522,17|09.11.2021|№ 20211265|КОМИТЕТ ПО УПРАВЛЕНИЮ ИМУЩЕСТВОМ АДМИНИСТРАЦИИ ГОРОДСКОГО ОКРУГА ЛЮБЕРЦЫ МОСКОВСКОЙ ОБЛАСТИ
№ 1770585133121000263|/epz/contract/contractCard/common-info.html?reestrNumber=1770585133121000263|Исполнение|51 701 400,00|08.11.2021|№ 28/14-21|МИНИСТЕРСТВО КУЛЬТУРЫ РОССИЙСКОЙ ФЕДЕРАЦИИ
№ 2773558831021000031|/epz/contract/contractCard/common-info.html?reestrNumber=2773558831021000031|Исполнение|2 402 000,00|09.11.2021|№ 0373200602821000008|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ТЕРРИТОРИАЛЬНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ "ЗЕЛЕНОГРАДСКИЙ"
№ 1771016830721000099|/epz/contract/contractCard/common-info.html?reestrNumber=1771016830721000099|Исполнение|2 534 340,08|09.11.2021|№ 127/1П-2021|ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ "ФЕДЕРАЛЬНЫЙ ЦЕНТР ИНФОРМАТИЗАЦИИ ПРИ ЦЕНТРАЛЬНОЙ ИЗБИРАТЕЛЬНОЙ КОМИССИИ РОССИЙСКОЙ ФЕДЕРАЦИИ"
№ 2771779901221000102|/epz/contract/contractCard/common-info.html?reestrNumber=2771779901221000102|Исполнение|1 194 000,00|08.11.2021|№ 01744/44/21|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ "ЖИЛИЩНИК АЛЕКСЕЕВСКОГО РАЙОНА"
№ 3507800172121000159|/epz/contract/contractCard/common-info.html?reestrNumber=3507800172121000159|Исполнение|4 350 400,00|09.11.2021|№ 0848300060621000474|АДМИНИСТРАЦИЯ ТАЛДОМСКОГО ГОРОДСКОГО ОКРУГА МОСКОВСКОЙ ОБЛАСТИ
№ 2772401520521000529|/epz/contract/contractCard/common-info.html?reestrNumber=2772401520521000529|Исполнение|10 085 996,25|08.11.2021|№ 21000497|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "ДИАГНОСТИЧЕСКИЙ ЦЕНТР (ЦЕНТР ЛАБОРАТОРНЫХ ИССЛЕДОВАНИЙ) ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 1770585133121000262|/epz/contract/contractCard/common-info.html?reestrNumber=1770585133121000262|Исполнение|24 168 220,00|08.11.2021|№ 26/14-21|МИНИСТЕРСТВО КУЛЬТУРЫ РОССИЙСКОЙ ФЕДЕРАЦИИ
№ 1771016836021000037|/epz/contract/contractCard/common-info.html?reestrNumber=1771016836021000037|Исполнение|998 600 000,00|09.11.2021|№ 0173100000121000019|МИНИСТЕРСТВО ФИНАНСОВ РОССИЙСКОЙ ФЕДЕРАЦИИ
№ 3507502771421000089|/epz/contract/contractCard/common-info.html?reestrNumber=3507502771421000089|Исполнение|989 569,96|09.11.2021|№ 08483000591210002420001|МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РУЗСКОГО ГОРОДСКОГО ОКРУГА "БЛАГОУСТРОЙСТВО"
№ 2771202013721000009|/epz/contract/contractCard/common-info.html?reestrNumber=2771202013721000009|Исполнение|649 646,00|09.11.2021|№ 20/44|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "ДЕТСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА № 29 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 1770584752921000056|/epz/contract/contractCard/common-info.html?reestrNumber=1770584752921000056|Исполнение|4 800 000,00|09.11.2021|№ 0173100008321000030/ЭК/10|МИНИСТЕРСТВО ЭНЕРГЕТИКИ РОССИЙСКОЙ ФЕДЕРАЦИИ
№ 3507403203821000025|/epz/contract/contractCard/common-info.html?reestrNumber=3507403203821000025|Исполнение|1 976 726,00|09.11.2021|№ 01483000280210000230001|АДМИНИСТРАЦИЯ ПОСЕЛЕНИЯ МИХАЙЛОВО-ЯРЦЕВСКОЕ
№ 1771047437521000132|/epz/contract/contractCard/common-info.html?reestrNumber=1771047437521000132|Исполнение|2 043 300 500,00|08.11.2021|№ 0410/122|МИНИСТЕРСТВО ЦИФРОВОГО РАЗВИТИЯ, СВЯЗИ И МАССОВЫХ КОММУНИКАЦИЙ РОССИЙСКОЙ ФЕДЕРАЦИИ
№ 2771015211321000027|/epz/contract/contractCard/common-info.html?reestrNumber=2771015211321000027|Исполнение|2 975 023,46|08.11.2021|№ ГК 52/21|ДЕПАРТАМЕНТ ФИНАНСОВ ГОРОДА МОСКВЫ
№ 3503100604021000158|/epz/contract/contractCard/common-info.html?reestrNumber=3503100604021000158|Исполнение|904 996,80|08.11.2021|№ 475|АДМИНИСТРАЦИЯ БОГОРОДСКОГО ГОРОДСКОГО ОКРУГА МОСКОВСКОЙ ОБЛАСТИ
№ 2772719662321000101|/epz/contract/contractCard/common-info.html?reestrNumber=2772719662321000101|Исполнение|2 546 400,00|08.11.2021|№ 132|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "КОНСУЛЬТАТИВНО-ДИАГНОСТИЧЕСКАЯ ПОЛИКЛИНИКА № 121 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 2770205931121000413|/epz/contract/contractCard/common-info.html?reestrNumber=2770205931121000413|Исполнение|12 643 800,00|08.11.2021|№ 95871968|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ "УПРАВЛЕНИЕ СПОРТИВНЫМИ ОБЪЕКТАМИ" ДЕПАРТАМЕНТА СПОРТА ГОРОДА МОСКВЫ
№ 1771005448321000095|/epz/contract/contractCard/common-info.html?reestrNumber=1771005448321000095|Исполнение|725 544,00|08.11.2021|№ 103А/21|ВЕРХОВНЫЙ СУД РОССИЙСКОЙ ФЕДЕРАЦИИ
№ 1770585133121000261|/epz/contract/contractCard/common-info.html?reestrNumber=1770585133121000261|Исполнение|32 000 000,00|08.11.2021|№ 25/14-21|МИНИСТЕРСТВО КУЛЬТУРЫ РОССИЙСКОЙ ФЕДЕРАЦИИ
№ 3502912723121000001|/epz/contract/contractCard/common-info.html?reestrNumber=3502912723121000001|Исполнение|712 800,00|09.11.2021|№ 1/22|ФИНАНСОВОЕ УПРАВЛЕНИЕ АДМИНИСТРАЦИИ ГОРОДСКОГО ОКРУГА МЫТИЩИ
№ 2772124451021000094|/epz/contract/contractCard/common-info.html?reestrNumber=2772124451021000094|Исполнение|1 440 000,00|08.11.2021|№ 16-10-2021|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "ГОРОДСКАЯ ПОЛИКЛИНИКА № 23 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 3507800810021000008|/epz/contract/contractCard/common-info.html?reestrNumber=3507800810021000008|Исполнение|834 900,00|09.11.2021|№ 83400504|МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 2 Г. ТАЛДОМА
№ 3501400314521000060|/epz/contract/contractCard/common-info.html?reestrNumber=3501400314521000060|Исполнение|19 989 048,33|08.11.2021|№ 08483000695210004510001|АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ЗАРАЙСК МОСКОВСКОЙ ОБЛАСТИ
№ 2773459740021000155|/epz/contract/contractCard/common-info.html?reestrNumber=2773459740021000155|Исполнение|5 184 000,00|08.11.2021|№ 21128/Д|ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ "ПОЖАРНО-СПАСАТЕЛЬНЫЙ ЦЕНТР"
№ 2770918169521000030|/epz/contract/contractCard/common-info.html?reestrNumber=2770918169521000030|Исполнение|750 978,95|09.11.2021|№ 0373200138221000791|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ГОРОДА МОСКВЫ "ДОМ РУССКОГО ЗАРУБЕЖЬЯ ИМЕНИ АЛЕКСАНДРА СОЛЖЕНИЦЫНА"
№ 2773016102821000022|/epz/contract/contractCard/common-info.html?reestrNumber=2773016102821000022|Исполнение|5 068 980,00|08.11.2021|№ 53|УПРАВА РАЙОНА ФИЛЕВСКИЙ ПАРК ГОРОДА МОСКВЫ
№ 2770500260221000512|/epz/contract/contractCard/common-info.html?reestrNumber=2770500260221000512|Исполнение|11 846 753,89|08.11.2021|№ МГТ0285-21|ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА МОСКВЫ "МОСГОРТРАНС"
№ 2772401520521000528|/epz/contract/contractCard/common-info.html?reestrNumber=2772401520521000528|Исполнение|15 895 665,60|08.11.2021|№ 21000504|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "ДИАГНОСТИЧЕСКИЙ ЦЕНТР (ЦЕНТР ЛАБОРАТОРНЫХ ИССЛЕДОВАНИЙ) ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 3500710453721000037|/epz/contract/contractCard/common-info.html?reestrNumber=3500710453721000037|Исполнение|537 992,60|08.11.2021|№ 0848300037421000502|МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ "ЦЕНТР БЛАГОУСТРОЙСТВА КОСТИНСКОЕ "
№ 3502723318521000052|/epz/contract/contractCard/common-info.html?reestrNumber=3502723318521000052|Исполнение|990 000,00|09.11.2021|№ 01483000212210015090001|МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ "ОБЪЕДИНЕННЫЙ КОМБИНАТ БЛАГОУСТРОЙСТВА И ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА"
№ 2770311106721000418|/epz/contract/contractCard/common-info.html?reestrNumber=2770311106721000418|Исполнение|2 616 086,00|08.11.2021|№ К454-21|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "ДЕТСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Н.Ф. ФИЛАТОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 2773459740021000154|/epz/contract/contractCard/common-info.html?reestrNumber=2773459740021000154|Исполнение|648 766,73|08.11.2021|№ 21000132|ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ "ПОЖАРНО-СПАСАТЕЛЬНЫЙ ЦЕНТР"
№ 3505000215421000091|/epz/contract/contractCard/common-info.html?reestrNumber=3505000215421000091|Исполнение|1 130 020,70|08.11.2021|№ 0848300041221000713|АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ЩЁЛКОВО МОСКОВСКОЙ ОБЛАСТИ
№ 2770311106721000417|/epz/contract/contractCard/common-info.html?reestrNumber=2770311106721000417|Исполнение|1 350 133,50|08.11.2021|№ А449-21|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "ДЕТСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Н.Ф. ФИЛАТОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 2770996621321000076|/epz/contract/contractCard/common-info.html?reestrNumber=2770996621321000076|Исполнение|2 000 000,00|08.11.2021|№ 92-44-ТГ/21|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ "ЖИЛИЩНИК ТАГАНСКОГО РАЙОНА"
№ 2770311106721000416|/epz/contract/contractCard/common-info.html?reestrNumber=2770311106721000416|Исполнение|3 074 907,00|08.11.2021|№ А440-21|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "ДЕТСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Н.Ф. ФИЛАТОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 2773459740021000153|/epz/contract/contractCard/common-info.html?reestrNumber=2773459740021000153|Исполнение|695 639,94|08.11.2021|№ 21000135|ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ "ПОЖАРНО-СПАСАТЕЛЬНЫЙ ЦЕНТР"
№ 3503408266721000088|/epz/contract/contractCard/common-info.html?reestrNumber=3503408266721000088|Исполнение|6 500 000,00|08.11.2021|№ 0848300049021001112|АДМИНИСТРАЦИЯ ОРЕХОВО-ЗУЕВСКОГО ГОРОДСКОГО ОКРУГА МОСКОВСКОЙ ОБЛАСТИ
№ 1771074764021000039|/epz/contract/contractCard/common-info.html?reestrNumber=1771074764021000039|Исполнение|35 874 368,00|08.11.2021|№ 0173100005121000031|ФЕДЕРАЛЬНАЯ СЛУЖБА ПО РЕГУЛИРОВАНИЮ АЛКОГОЛЬНОГО РЫНКА
№ 1770707953721000583|/epz/contract/contractCard/common-info.html?reestrNumber=1770707953721000583|Исполнение|2 684 250,00|09.11.2021|№ 0373100062521000077|ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ "ГОСУДАРСТВЕННЫЙ АКАДЕМИЧЕСКИЙ БОЛЬШОЙ ТЕАТР РОССИИ"
№ 2770912942321000474|/epz/contract/contractCard/common-info.html?reestrNumber=2770912942321000474|Исполнение|7 351 645,00|09.11.2021|№ 0373200001221000457|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ И.В. ДАВЫДОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 1771074764021000038|/epz/contract/contractCard/common-info.html?reestrNumber=1771074764021000038|Исполнение|11 468 000,00|08.11.2021|№ 0173100005121000038|ФЕДЕРАЛЬНАЯ СЛУЖБА ПО РЕГУЛИРОВАНИЮ АЛКОГОЛЬНОГО РЫНКА
№ 2770912942321000473|/epz/contract/contractCard/common-info.html?reestrNumber=2770912942321000473|Исполнение|1 827 000,00|09.11.2021|№ 0373200001221000473|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ И.В. ДАВЫДОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 2770912942321000472|/epz/contract/contractCard/common-info.html?reestrNumber=2770912942321000472|Исполнение|5 600 000,00|09.11.2021|№ 0373200001221000480|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ И.В. ДАВЫДОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 2772784619821000117|/epz/contract/contractCard/common-info.html?reestrNumber=2772784619821000117|Исполнение|2 397 797,85|08.11.2021|№ 015/44-22|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ "ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ БУТОВО"
№ 2770912942321000471|/epz/contract/contractCard/common-info.html?reestrNumber=2770912942321000471|Исполнение|849 328,00|09.11.2021|№ 0373200001221000494|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ И.В. ДАВЫДОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 1770712545521000068|/epz/contract/contractCard/common-info.html?reestrNumber=1770712545521000068|Исполнение|7 444 640,00|09.11.2021|№ 01731000076210000490001|АППАРАТ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ
№ 1771074764021000037|/epz/contract/contractCard/common-info.html?reestrNumber=1771074764021000037|Исполнение|46 983 858,00|08.11.2021|№ 0173100005121000032|ФЕДЕРАЛЬНАЯ СЛУЖБА ПО РЕГУЛИРОВАНИЮ АЛКОГОЛЬНОГО РЫНКА
№ 3503110421721000067|/epz/contract/contractCard/common-info.html?reestrNumber=3503110421721000067|Исполнение|1 028 016,00|09.11.2021|№ 226|МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ "ЦЕНТР ОКАЗАНИЯ УСЛУГ ОРГАНАМ МЕСТНОГО САМОУПРАВЛЕНИЯ БОГОРОДСКОГО ГОРОДСКОГО ОКРУГА МОСКОВСКОЙ ОБЛАСТИ"
№ 1502705322421000464|/epz/contract/contractCard/common-info.html?reestrNumber=1502705322421000464|Исполнение|3 944 200,00|09.11.2021|№ 03481000084210001530001|ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ "РОССИЙСКАЯ ТАМОЖЕННАЯ АКАДЕМИЯ"
№ 2772557067421000002|/epz/contract/contractCard/common-info.html?reestrNumber=2772557067421000002|Исполнение|9 824 522,46|08.11.2021|№ 0У3/10-21|КОМИТЕТ ВЕТЕРИНАРИИ ГОРОДА МОСКВЫ
№ 1503800814221000248|/epz/contract/contractCard/common-info.html?reestrNumber=1503800814221000248|Исполнение|4 641 008,51|09.11.2021|№ 0348100075221000210_44682/213-А|ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ "ЦЕНТРАЛЬНАЯ БАЗА АВИАЦИОННОЙ ОХРАНЫ ЛЕСОВ "АВИАЛЕСООХРАНА"
№ 3501101931621000013|/epz/contract/contractCard/common-info.html?reestrNumber=3501101931621000013|Исполнение|2 826 832,01|09.11.2021|№ 0848300046021000634|МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №15
